Dataset Name,Image Name,Source Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Developmental Stage],Protocol REF,Experimental Condition [Antibody 1],Antibody Identifier 1,Comment [Antibody 1],Experimental Condition [Antibody 2],Antibody Identifier 2,Comment [Antibody 2],Experimental Condition [Antibody 3],Antibody Identifier 3,Comment [Antibody 3],Comment [Probe],Comment [Gene Identifier 1],Comment [Gene Symbol 1],Comment [Gene Identifier 2],Comment [Gene Symbol 2],Comment [Gene Identifier 3],Comment [Gene Symbol 3],Comment [Image File Path],Comment [Image File Comments],Channels,Processed Data File,Visualisation Method,Expression Pattern Description
BCL11A_CS20,"11587,1,head,CS20,53_bcl11a.ome.tiff","Embryo 11587, slide 53",Homo sapiens,NCBITaxon,9606,CS20,RNAscope,,NM_022893,,,,,,,, ACDBio 481541,ENSG00000119866,BCL11A,,,,,"BCL11A_CS20\11587,1,head,CS20,53_bcl11a.ome.tiff",,,,Fast Red,"Head mesenchyme, telencephalon, diencephalon, mesencephalon, rhombencephalon (strong)"
BCL11B_10PCW,"13136,5,Forebrain,10pcw,123_CTIP.ome.tiff","Fetal brain 13136, slide 123",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,CTIP2,NM_138576,Abcam ab18465,,,,,,,,ENSG00000127152,BCL11B,,,,,"BCL11B_10pcw\13136,5,Forebrain,10pcw,123_CTIP.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium (strong)"
BCL11B_12PCW,Autotest_0000019875_CTIP2.ome.tiff,"Fetal brain 11795, slide 153",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,CTIP2,NM_138576,Abcam ab18465,,,,,,,,ENSG00000127152,BCL11B,,,,,BCL11B_12pcw\Autotest_0000019875_CTIP2.ome.tiff,,,,DAB,"Telencephalon, pallium, subpallium (strong)"
CALB1_10PCW,"12721,4,fb,10pcw,94_CALB1.ome.tiff","Fetal brain 12721, slide 94",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_10pcw\12721,4,fb,10pcw,94_CALB1.ome.tiff",,,,DAB,"Prethalamus, diencephalon, choroid plexus (strong)"
CALB1_10PCW,"13136,5,Forebrain,10pcw,147_CALB1.ome.tiff","Fetal brain 13136, slide 147",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_10pcw\13136,5,Forebrain,10pcw,147_CALB1.ome.tiff",,,,DAB,"Diencephalon, telencephalon, pallium, subpallium (strong)"
CALB1_10PCW,"13136,5,Forebrain,10pcw,98_CALB1.ome.tiff","Fetal brain 13136, slide 98",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_10pcw\13136,5,Forebrain,10pcw,98_CALB1.ome.tiff",,,,DAB,"Diencephalon, telencephalon, pallium, choroid plexus (strong)"
CALB1_10PCW,"13331,9,LFB,10PCW,65_CALB1.ome.tiff","Fetal brain 13331, slide 65",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_10pcw\13331,9,LFB,10PCW,65_CALB1.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, choroid plexus (strong)"
CALB1_10PCW,"13341,1,Brain,10pcw,140_CALB1.ome.tiff","Fetal brain 13341, slide 140",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_10pcw\13341,1,Brain,10pcw,140_CALB1.ome.tiff",,,,DAB,"Telencephalon, septum, pallium, subpallium, choroid plexus (strong)"
CALB1_10PCW,"13341,1,Brain,10pcw,168_CALB1.ome.tiff","Fetal brain 13341, slide 168",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_10pcw\13341,1,Brain,10pcw,168_CALB1.ome.tiff",,,,DAB,"Diencephalon, telencephalon, pallium, subpallium, hypothalamus (strong)"
CALB1_10PCW,"13341,1,Brain,10pcw,186_CALB1.ome.tiff","Fetal brain 13341, slide 186",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_10pcw\13341,1,Brain,10pcw,186_CALB1.ome.tiff",,,,DAB,"Hypothalamus, telencephalon, pallium, subpallium (strong)"
CALB1_12PCW,"11523,11,Brain SL3,12pcw,72_2017-05-26 17_55_39.scn [2]","Fetal brain 11523, slide 72",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_12pcw\11523,11,Brain SL3,12pcw,72_2017-05-26 17_55_39.scn [2]",,,,DAB,"Telencephalon, pallium, subpallium (strong)"
CALB1_12PCW,"11523,11,Brain SL3,12pcw,72_2017-05-26 17_55_39.scn [1]","Fetal brain 11523, slide 72",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_12pcw\11523,11,Brain SL3,12pcw,72_2017-05-26 17_55_39.scn [1]",,,,DAB,"Telencephalon, pallium, subpallium (strong)"
CALB1_12PCW,"11523,11,Brain SL3,12pcw,72_2017-05-26 17_55_39.scn [macro]","Fetal brain 11523, slide 72",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_12pcw\11523,11,Brain SL3,12pcw,72_2017-05-26 17_55_39.scn [macro]",,,,DAB,"Telencephalon, pallium, subpallium (strong)"
CALB1_12PCW,Autotest_0000019880_CALB1.ome.tiff,"Fetal brain 11795, slide 154",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,CALB1_12pcw\Autotest_0000019880_CALB1.ome.tiff,,,,DAB,"Telencephalon, pallium, subpallium (strong)"
CALB1_12PCW,Autotest_0000019881_CALB1.ome.tiff,"Fetal brain 11610, slide 181",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,CALB1_12pcw\Autotest_0000019881_CALB1.ome.tiff,,,,DAB,"Telencephalon, pallium, subpallium (strong)"
CALB1_CS19,"1032,1,head,CS19,47_CALB1.ome.tiff","Embryo 1032, slide 47",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_CS19\1032,1,head,CS19,47_CALB1.ome.tiff",,,,DAB,"Eye, otic vesicle, spinal cord, adenohypophysis, hypothalamus, telencephalon, subpallium, pallium, septum (strong)"
CALB1_CS19,"12769,4,Head,CS19,102_CALB1.ome.tiff","Embryo 12769, slide 102",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_CS19\12769,4,Head,CS19,102_CALB1.ome.tiff",,,,DAB,"Telencephalon, septum, subpallium, hypothalamus, rhombencephalon, raphe nuclei, vestibulocochlear ganglion (strong)"
CALB1_CS19,"12769,4,Head,CS19,108_CALB1.ome.tiff","Embryo 12769, slide 108",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_CS19\12769,4,Head,CS19,108_CALB1.ome.tiff",,,,DAB,"Telencephalon, septum, subpallium, hypothalamus, trigeminal ganglion, vestibulocochlear ganglion, spinal cord (strong)"
CALB1_CS19,"12769,4,Head,CS19,115_CALB1.ome.tiff","Embryo 12769, slide 115",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_CS19\12769,4,Head,CS19,115_CALB1.ome.tiff",,,,DAB,"Telencephalon, septum, subpallium, hypothalamus, otic vesicle, spinal cord (strong)"
CALB1_CS19,3DView.avi,3D View,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,CALB1_CS19\3DView.avi,"3D movie of data mapped into a CS19 model. Red = strong expression, yellow = moderate expression, blue = weak expression.",,"Red = strong expression, yellow = moderate expression, blue = weak expression.",,
CALB1_CS19,3DView.jpg,3D View,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,CALB1_CS19\3DView.jpg,"3D view of data mapped into a CS19 model. Red = strong expression, yellow = moderate expression, blue = weak expression.",,"Red = strong expression, yellow = moderate expression, blue = weak expression.",,
CALB1_CS21,"12128,1,head,CS21,107_CALB1.ome.tiff","Embryo 12128, slide 107",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_CS21\12128,1,head,CS21,107_CALB1.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, hypothalamus, choroid plexus, oral epithelium (strong)"
CALB1_CS21,"12128,1,head,CS21,116_CALB1.ome.tiff","Embryo 12128, slide 116",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_CS21\12128,1,head,CS21,116_CALB1.ome.tiff",,,,DAB,"Telencephalon, pallium, diencephalon, choroid plexus, hypothalamus, eye, oral epithelium (strong)"
CALB1_CS21,"12128,1,head,CS21,129_CALB1.ome.tiff","Embryo 12128, slide 129",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_CS21\12128,1,head,CS21,129_CALB1.ome.tiff",,,,DAB,"Telencephalon, subpallium, eye (strong)"
CALB1_CS21,ImageCollection_0000011648_CALB1.ome.tiff,"Embryo 13436, slide 152",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,CALB1_CS21\ImageCollection_0000011648_CALB1.ome.tiff,,,,DAB,"Eye, telencephalon, subpallium, diencephalon, nasal epithelium, choroid plexus (strong)"
CALB1_CS23,"12204,1,Head,CS23,77_CALB1.ome.tiff","Embryo 12204, slide 77",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_CS23\12204,1,Head,CS23,77_CALB1.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon, mesencephalon (strong)"
CALB1_CS23,"12204,1,Head,CS23,80_CALB1.ome.tiff","Embryo 12204, slide 80",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_CS23\12204,1,Head,CS23,80_CALB1.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, septum, diencephalon, mesencephalon (strong)"
CALB1_CS23,"12204,1,Head,CS23,92_CALB1.ome.tiff","Embryo 12204, slide 92",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_CS23\12204,1,Head,CS23,92_CALB1.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, septum, diencephalon, mesencephalon (strong)"
CALB1_CS23,"12506,5,R hemi,CS23,64_CALB1.ome.tiff","Embryonic brain 12506, slide 64",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_CS23\12506,5,R hemi,CS23,64_CALB1.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, choroid plexus, rhombencephalon, cerebellum (strong)"
CALB1_CS23,"12780,1,head,CS23,101_CALB1.ome.tiff","Embryo 12780, slide 101",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_CS23\12780,1,head,CS23,101_CALB1.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, hypothalamus, diencephalon, choroid plexus, oral epithelium (strong)"
CALB1_CS23,"12780,1,head,CS23,121_CALB1.ome.tiff","Embryo 12780, slide 121",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_CS23\12780,1,head,CS23,121_CALB1.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, hypothalamus, diencephalon, choroid plexus, oral epithelium, inner ear (strong)"
CALB1_CS23,"12780,1,head,CS23,54_CALB1.ome.tiff","Embryo 12780, slide 54",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_CS23\12780,1,head,CS23,54_CALB1.ome.tiff",,,,DAB,"Eye, telencephalon, subpallium, nasal epithelium, choroid plexus (strong)"
CALB1_CS23,"12780,1,head,CS23,61_CALB1.ome.tiff","Embryo 12780, slide 61",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_CS23\12780,1,head,CS23,61_CALB1.ome.tiff",,,,DAB,"Eye, telencephalon, subpallium, septum, nasal epithelium, choroid plexus (strong)"
CALB1_CS23,"12780,1,head,CS23,82_CALB1.ome.tiff","Embryo 12780, slide 82",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_CS23\12780,1,head,CS23,82_CALB1.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, hypothalamus, diencephalon, trigeminal nerve, choroid plexus, oral epithelium (strong)"
CALB1_CS23,"12780,1,head,CS23,84_CALB1.ome.tiff","Embryo 12780, slide 84",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_CS23\12780,1,head,CS23,84_CALB1.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, hypothalamus, diencephalon, trigeminal nerve, choroid plexus, oral epithelium (strong)"
CALB1_CS23,"12780,1,head,CS23,89_CALB1.ome.tiff","Embryo 12780, slide 89",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,Calbindin D-28k,NM_004929,Swant CB38,,,,,,,,ENSG00000104327,CALB1,,,,,"CALB1_CS23\12780,1,head,CS23,89_CALB1.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon, choroid plexus, oral epithelium (strong)"
CALB2_10PCW,"12721,4,fb,10pcw,94_CALB2.ome.tiff","Fetal brain 12721, slide 94",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_10pcw\12721,4,fb,10pcw,94_CALB2.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, choroid plexus, prethalamus, mesencephalon (strong)"
CALB2_10PCW,"13136,5,Forebrain,10pcw,100_2017-11-23 15_09_03.scn [3]","Fetal brain 13136, slide 100",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_10pcw\13136,5,Forebrain,10pcw,100_2017-11-23 15_09_03.scn [3]",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
CALB2_10PCW,"13136,5,Forebrain,10pcw,100_2017-11-23 15_09_03.scn [2]","Fetal brain 13136, slide 100",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_10pcw\13136,5,Forebrain,10pcw,100_2017-11-23 15_09_03.scn [2]",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
CALB2_10PCW,"13136,5,Forebrain,10pcw,100_2017-11-23 15_09_03.scn [1]","Fetal brain 13136, slide 100",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_10pcw\13136,5,Forebrain,10pcw,100_2017-11-23 15_09_03.scn [1]",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
CALB2_10PCW,"13136,5,Forebrain,10pcw,100_2017-11-23 15_09_03.scn [macro]","Fetal brain 13136, slide 100",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_10pcw\13136,5,Forebrain,10pcw,100_2017-11-23 15_09_03.scn [macro]",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
CALB2_10PCW,"13136,5,Forebrain,10pcw,109_CALB2.ome.tiff","Fetal brain 13136, slide 109",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_10pcw\13136,5,Forebrain,10pcw,109_CALB2.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
CALB2_10PCW,"13136,5,Forebrain,10pcw,147_CALB2.ome.tiff","Fetal brain 13136, slide 147",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_10pcw\13136,5,Forebrain,10pcw,147_CALB2.ome.tiff",,,,DAB,"Diencephalon, telencephalon, pallium, subpallium (strong)"
CALB2_10PCW,"13136,5,Forebrain,10pcw,148_CALB2.ome.tiff","Fetal brain 13136, slide 148",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_10pcw\13136,5,Forebrain,10pcw,148_CALB2.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
CALB2_10PCW,"13136,5,Forebrain,10pcw,98_CALB2.ome.tiff","Fetal brain 13136, slide 98",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_10pcw\13136,5,Forebrain,10pcw,98_CALB2.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, choroid plexus (strong)"
CALB2_10PCW,"13331,9,LFB,10PCW,65_CALB2.ome.tiff","Fetal brain 13331, slide 65",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_10pcw\13331,9,LFB,10PCW,65_CALB2.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, choroid plexus (strong)"
CALB2_10PCW,"13341,1,Brain,10pcw,140_CALB2.ome.tiff","Fetal brain 13341, slide 140",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_10pcw\13341,1,Brain,10pcw,140_CALB2.ome.tiff",,,,DAB,"Telencephalon, septum, pallium, subpallium (strong)"
CALB2_10PCW,"13341,1,Brain,10pcw,168_CALB2.ome.tiff","Fetal brain 13341, slide 168",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_10pcw\13341,1,Brain,10pcw,168_CALB2.ome.tiff",,,,DAB,"Diencephalon, telencephalon, pallium, subpallium, hypothalamus (strong)"
CALB2_10PCW,"13341,1,Brain,10pcw,186_CALB2.ome.tiff","Fetal brain 13341, slide 186",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_10pcw\13341,1,Brain,10pcw,186_CALB2.ome.tiff",,,,DAB,"Hypothalamus, telencephalon, pallium, subpallium (strong)"
CALB2_10PCW,Autotest_0000025809_CALB2.ome.tiff,"Fetal brain 13081, slide 172",Homo sapiens,NCBITaxon,9606,10PCW,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,CALB2_10pcw\Autotest_0000025809_CALB2.ome.tiff,,,,DAB,"Telencephalon, pallium, subpallium, diencephalon, mesencephalon (strong)"
CALB2_12PCW,"11761,11,Left Hemisphere,12pcw,17_2015-12-01 12_48_44.scn [1]","Fetal brain 11761, slide 17",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_12pcw\11761,11,Left Hemisphere,12pcw,17_2015-12-01 12_48_44.scn [1]",,,,DAB,"Telencephalon, pallium (strong)"
CALB2_12PCW,"11761,11,Left Hemisphere,12pcw,17_2015-12-01 12_48_44.scn [macro]","Fetal brain 11761, slide 17",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_12pcw\11761,11,Left Hemisphere,12pcw,17_2015-12-01 12_48_44.scn [macro]",,,,DAB,"Telencephalon, pallium (strong)"
CALB2_12PCW,"12968,12.sl3,FB,12PCW,19_CALB2.ome.tiff","Fetal brain 12968, slide 19",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_12pcw\12968,12.sl3,FB,12PCW,19_CALB2.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon (strong)"
CALB2_12PCW,"12968,12.sl3,FB,12PCW,50_CALB2.ome.tiff","Fetal brain 12968, slide 50",Homo sapiens,NCBITaxon,9606,12PCW,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_12pcw\12968,12.sl3,FB,12PCW,50_CALB2.ome.tiff",,,,DAB,"Telencephalon, pallium, subpallium, diencephalon, hypothalamus (strong)"
CALB2_CS19,"1032,1,head,CS19,47_CALB2.ome.tiff","Embryo 1032, slide 47",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_CS19\1032,1,head,CS19,47_CALB2.ome.tiff",,,,DAB,"Head mesenchyme, spinal cord, hypothalamus, adenohypophysis, telencephalon, subpallium, septum (strong)"
CALB2_CS19,"1032,1,head,CS19,61_CALB2.ome.tiff","Embryo 1032, slide 61",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_CS19\1032,1,head,CS19,61_CALB2.ome.tiff",,,,DAB,"Telencephalon, septum, subpallium, head mesenchyme, surface ectoderm (strong)"
CALB2_CS19,"12769,4,Head,CS19,102_CALB2.ome.tiff","Embryo 12769, slide 102",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_CS19\12769,4,Head,CS19,102_CALB2.ome.tiff",,,,DAB,"Head mesenchyme, telencephalon, subpallium, metencephalon, myelencephalon, raphe nuclei (strong)"
CALB2_CS19,"12769,4,Head,CS19,113_CALB2.ome.tiff","Embryo 12769, slide 113",Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_CS19\12769,4,Head,CS19,113_CALB2.ome.tiff",,,,DAB,"Telencephalon, subpallium, head mesenchyme, spinal cord, surface ectoderm (strong)"
CALB2_CS19,3DView.avi,3D View,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,CALB2_CS19\3DView.avi,"3D movie of data mapped into a CS19 model. Red = strong expression, blue = weak expression.",,"Red = strong expression, blue = weak expression.",,
CALB2_CS19,3DView.jpg,3D View,Homo sapiens,NCBITaxon,9606,CS19,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,CALB2_CS19\3DView.jpg,"3D view of data mapped into a CS19 model. Red = strong expression, blue = weak expression.",,"Red = strong expression, blue = weak expression.",,
CALB2_CS21,"12128,1,head,CS21,129_CALB2.ome.tiff","Embryo 12128, slide 129",Homo sapiens,NCBITaxon,9606,CS21,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_CS21\12128,1,head,CS21,129_CALB2.ome.tiff",,,,DAB,"Mesenchyme, telencephalon, subpallium, oral epithelium, surface ectoderm (strong)"
CALB2_CS23,"12204,1,Head,CS23,77_CALB2.ome.tiff","Embryo 12204, slide 77",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_CS23\12204,1,Head,CS23,77_CALB2.ome.tiff",,,,DAB,"Head mesenchyme, telencephalon, pallium, subpallium, diencephalon, mesencephalon, surface ectoderm (strong)"
CALB2_CS23,"12204,1,Head,CS23,80_CALB2.ome.tiff","Embryo 12204, slide 80",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_CS23\12204,1,Head,CS23,80_CALB2.ome.tiff",,,,DAB,"Head mesenchyme, telencephalon, pallium, subpallium, diencephalon, mesencephalon, surface ectoderm (strong)"
CALB2_CS23,"12204,1,Head,CS23,91_CALB2.ome.tiff","Embryo 12204, slide 91",Homo sapiens,NCBITaxon,9606,CS23,Immunohistochemistry,CALB2,NM_001740,Merck MAB1568,,,,,,,,ENSG00000172137,CALB2,,,,,"CALB2_CS23\12204,1,Head,CS23,91_CALB2.ome.tiff",,,,DAB,"Head mesenchyme, telencephalon, pallium, subpallium, diencephalon, mesencephalon, surface ectoderm (strong)"
